Group,Name,Description,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990
hs,HSACCOMPLISH7101_N,Was elected president of one or more student organizations (recognized by the school),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,HSACCOMPLISH7102_N,"Received a high rating (Good, Excellent) in a state or regional music context",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,HSACCOMPLISH7103_N,Participated in a state or regional speech or debate contest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,HSACCOMPLISH7104_N,Had a major part in a play,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,HSACCOMPLISH7105_N,Won a varsity letter (sports),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,HSACCOMPLISH7106_N,Won a prize or award in an art competition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,HSACCOMPLISH7107_N,"Edited the school paper, yearbook, or literary magazine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,HSACCOMPLISH7108_N,"Had poems, stories, essays, or articles published",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,HSACCOMPLISH7109_N,Participated in a National Science Foundation summer program,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,HSACCOMPLISH7110_N,"Placed (first, second, or third) in a state or regional science contest",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,HSACCOMPLISH7111_N,Was a member of a scholastic honor society,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,HSACCOMPLISH7112_N,Won a Certificate of Merit or Letter of Commendation in the National Merit Program,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,CSVREQ,Did your high school require community service for graduation?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
hs,CSVACT0401_N,Community Service: None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,CSVACT0402_N,Community Service: Tutoring/teaching,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,CSVACT0403_N,Community Service: Counseling/mentoring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,CSVACT0404_N,Community Service: Environmental activities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,CSVACT0405_N,Community Service: Child care,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,CSVACT0406_N,Community Service: Elder care,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,CSVACT0407_N,Community Service: Hospital work,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,CSVACT0408_N,Community Service: Substance abuse education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,CSVACT0409_N,Community Service: Other health education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,CSVACT0410_N,Community Service: Services to the homeless,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,CSVACT0411_N,Community Service: Community improvement/construction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,CSVACT0412_N,Community Service: Conflict mediation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,CSVACT0413_N,Community Service: Service to my religious community,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,CSVACT0414_N,Community Service: Other community service,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,MNDHAB01,Habits of Mind: Ask questions in class,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,MNDHAB02,Habits of Mind: Support your opinions with a logical argument,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,MNDHAB03,Habits of Mind: Seek solutions to problems and explain them to others,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,MNDHAB04,Habits of Mind: Revise your papers to improve your writing,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,MNDHAB05,Habits of Mind: Evaluate the quality or reliability of information you received,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,MNDHAB06,Habits of Mind: Take a risk because you felt you had more to gain,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,MNDHAB07,Habits of Mind: Seek alternative solutions to a problem,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,MNDHAB08,Habits of Mind: Look up scientific research articles and resources,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,MNDHAB09,"Habits of Mind: Explore topics on your own, even though it was not required for a class",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,MNDHAB10,Habits of Mind: Accept mistakes as part of the learning process,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,MNDHAB11,Habits of Mind: Seek feedback on your academic work,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,MNDHAB12,Habits of Mind: Take notes during class,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,MNDHAB13,Habits of Mind: Work with other students on group projects,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,MNDHAB14,Habits of Mind: Integrate skills and knowledge from different sources and experiences,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,MNDHAB15,Habits of Mind: Analyze multiple sources of information before coming to a conclusion,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,MNDHAB16,Habits of Mind: Take on a challenge that scares you,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,MNDHAB07_N,Habits of Mind: Accept failure as part of the learning process,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,MNDHAB09_N,Habits of Mind: Work with other students on class assignments,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,ACT01,Act in Past Year: Asked a teacher for advice after class,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
hs,ACT02,Act in Past Year: Attended a public recital or concert,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0
hs,ACT03,Act in Past Year: Attended a religious service,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
hs,ACT04,Act in Past Year: Been late to class,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
hs,ACT05,Act in Past Year: Checked out a book or journal from the school library,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
hs,ACT06,Act in Past Year: Communicated via e-mail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0
hs,ACT07,"Act in Past Year: Demonstrated for a cause (e.g., boycott, rally, protest)",1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,ACT08,Act in Past Year: Discussed politics,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
hs,ACT09,Act in Past Year: Discussed religion,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0
hs,ACT10,Act in Past Year: Consumed beer,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
hs,ACT11,Act in Past Year: Consumed wine or liquor,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
hs,ACT12,Act in Past Year: Failed to complete homework on time,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
hs,ACT13,Act in Past Year: Fallen asleep in class,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,ACT14,Act in Past Year: Felt depressed,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
hs,ACT15,Act in Past Year: Felt overwhelmed by all I had to do,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
hs,ACT16,Act in Past Year: Helped raise money for a cause or campaign,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,ACT17,Act in Past Year: Overslept and missed a class or appointment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0
hs,ACT18,Act in Past Year: Participated in organized demonstrations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
hs,ACT19,Act in Past Year: Performed community service as part of a class,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
hs,ACT20,Act in Past Year: Performed volunteer work,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
hs,ACT21,Act in Past Year: Played a musical instrument,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
hs,ACT22,"Act in Past Year: Publicly communicated my opinion about a cause (e.g., blog, email, petition)",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,ACT23,Act in Past Year: Skipped school/class,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,ACT24,Act in Past Year: Smoked cigarettes,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
hs,ACT25,Act in Past Year: Socialized with someone of another racial/ethnic group,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0
hs,ACT26,Act in Past Year: Studied with other students,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
hs,ACT27,Act in Past Year: Tutored another student,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
hs,ACT28,Act in Past Year: Used a personal computer,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0
hs,ACT29,Act in Past Year: Used the Internet: for research or homework,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
hs,ACT30,Act in Past Year: Visited an art gallery or museum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1
hs,ACT31,Act in Past Year: Voted in a student election,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
hs,ACT32,Act in Past Year: Was a guest in a teacher's home,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
hs,ACT33,Act in Past Year: Been bored in class,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
hs,ACT34,"Act in Past Year: Worked in a local, state, or national political campaign",0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0
hs,ACT35,"Act in Past Year: Used an online instructional website (e.g. Khan Academy, Coursera) as assigned for a class",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,ACT36,"Act in Past Year: Used an online instructional website (e.g. Khan Academy, Coursera) to learn something on your own",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,ACT37,Act in Past Year: Felt Anxious,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,ACT38,Act in Past Year: Written computer code,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,ACT39,Act in Past Year: Felt hungry but did not eat because I didn’t have enough money for food,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,ACT40,Act in Past Year: Vaped/used e-cigarettes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,ACT41,Act in Past Year: Felt challenged by my coursework,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,ACT01_T,Act in Past Year: Argued with a teacher in class,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
hs,ACT02_T,Act in Past Year: Cheated on a test in school,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,ACT03_T,Act in Past Year: Copied homework from another student,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,ACT04_T,Act in Past Year: Demonstrated for a change in some military policy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
hs,ACT05_T,Act in Past Year: Did extra (unassigned) work/reading for a course,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
hs,ACT06_T,Act in Past Year: Discussed 'safe sex',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
hs,ACT07_T,Act in Past Year: Discussed sex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
hs,ACT08_T,Act in Past Year: Discussed sports,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,ACT09_T,"Act in Past Year: Edited the school paper, year book, or literary magazine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,ACT10_T,Act in Past Year: Elected president of one or more student organizations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,ACT11_T,Act in Past Year: Found it difficult to study at home,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
hs,ACT12_T,Act in Past Year: Had major part in a play,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,ACT13_T,Act in Past Year: Jogged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,ACT14_T,Act in Past Year: Lost my temper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
hs,ACT15_T,Act in Past Year: Missed school because of illness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
hs,ACT16_T,Act in Past Year: Missed school due to employment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
hs,ACT17_T,Act in Past Year: Other Internet use,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0
hs,ACT18_T,Act in Past Year: Other vigorous exercise,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,ACT19_T,Act in Past Year: Participated in a science contest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,ACT20_T,Act in Past Year: Participated in a speech or debate contest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,ACT21_T,Act in Past Year: Participated in Internet chat rooms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0
hs,ACT22_T,Act in Past Year: Participated in political demonstrations,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,ACT23_T,Act in Past Year: Played chess,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
hs,ACT24_T,Act in Past Year: Played computer games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
hs,ACT25_T,Act in Past Year: Read about collegiate rights and responsibilities of students,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,ACT26_T,Act in Past Year: Read the editorial page in the newspaper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
hs,ACT27_T,Act in Past Year: Spoke a language other than English at home,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
hs,ACT28_T,Act in Past Year: Stayed up all night,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1
hs,ACT29_T,Act in Past Year: Studied in library,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
hs,ACT30_T,Act in Past Year: Took a computer-assisted course,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,ACT31_T,Act in Past Year: Took a course on TV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,ACT32_T,Act in Past Year: Took a prescribed anti-depressant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
hs,ACT33_T,Act in Past Year: Took a tranquilizing pill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,ACT34_T,Act in Past Year: Took sleeping pills,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,ACT35_T,Act in Past Year: Took vitamins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
hs,ACT36_T,Act in Past Year: Typed a homework assignment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
hs,ACT37_T,Act in Past Year: Used the Internet: to blog,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,ACT38_T,Act in Past Year: Used the Internet: for research or homework (duplicate),0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,ACT39_T,Act in Past Year: Used the Internet: to read blogs,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,ACT40_T,Act in Past Year: Used the Internet: to read news sites,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,ACT41_T,Act in Past Year: Won a prize of award in an art competition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,ACT42_T,Act in Past Year: Won a varsity letter for sports,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
hs,ACT43_T,Act in Past Year: Wore glasses or contact lenses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
hs,ACT44_T,Act in Past Year: Wrote a computer program,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,ACT01_N,Act in Past Year: Arranged a date for another student,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,ACT02_N,Act in Past Year: Discussed my future with my parents,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,ACT03_N,Act in Past Year: Demonstrated for a change in some racial or ethnic policy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,ACT04_N,Act in Past Year: Demonstrated for a change in some administrative policy of my high school,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,ACT05_N,Act in Past Year: Read poetry not connected with a course,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,ACT06_N,Act in Past Year: Worked in a school political campaign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,ACT07_N,Act in Past Year: Read about civil rights and liberties,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,ACT08_N,Act in Past Year: Had vocational counseling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,ACT09_N,Act in Past Year: Participated in a music contest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,ACT10_N,Act in Past Year: Discussed personal problems with a friend,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,ACT11_N,Act in Past Year: Worried about choosing a career,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,ACT12_N,"Act in Past Year: Utilized nontraditional medicine (acupuncture, homeopathy, etc.)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hs,ACT13_N,Act in Past Year: Discussed religion/spirituality: In class,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,ACT14_N,Act in Past Year: Discussed religion/spirituality: With friends,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,ACT15_N,Act in Past Year: Discussed religion/spirituality: With family,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,ACT16_N,Act in Past Year: Maintained a healthy diet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,ACT17_N,Act in Past Year: Discussed politics: In class,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,ACT18_N,Act in Past Year: Discussed politics: With friends,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,ACT19_N,Act in Past Year: Discussed politics: With family,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,ACT20_N,Act in Past Year: Read a newspaper for: National and global news,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs,ACT21_N,Act in Past Year: Read a newspaper for: Local news and information,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
